Type,Name/Price,Address,City,Zip,State,Category,Latitude,Longitude,Date
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5960 WANDA AVE,St. Louis,63116,MO,Violent,38.57597,-90.27232,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,4427 ALASKA AVE,St. Louis,63111,MO,Violent,38.57644,-90.24358,11/1/2017
C,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,4427 ALASKA AVE,St. Louis,63111,MO,Violent,38.57644,-90.24358,11/1/2017
C,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3152 OSCEOLA ST,St. Louis,63111,MO,Violent,38.57652,-90.24031,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4345 CALIFORNIA AVE,St. Louis,63111,MO,Non-Violent,38.57654,-90.23394,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4341 S BROADWAY,St. Louis,63111,MO,Non-Violent,38.57689,-90.23279,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,4341 S BROADWAY,St. Louis,63111,MO,Violent,38.57689,-90.23279,11/1/2017
C,DRUGS-POSSESSION/MARIJUANA,4137 SCHILLER PL,St. Louis,63116,MO,Non-Violent,38.57694,-90.26547,11/1/2017
C,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,4513 TENNESSEE,St. Louis,63111,MO,Violent,38.57696,-90.24619,11/1/2017
C,LARCENY-ALL OTHER UNDER $500,4533 S GRAND BLVD,St. Louis,63111,MO,Violent,38.57712,-90.24762,11/1/2017
C,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4533 S GRAND BLVD,St. Louis,63111,MO,Violent,38.57712,-90.24762,11/1/2017
C,DRUGS-POSSESSION/HEROIN,400 CLARK AVE,St. Louis,63122,MO,Non-Violent,38.57722,-90.39468,11/1/2017
C,LEAVING SCENE OF ACCIDENT,5018 LEONA ST,St. Louis,63116,MO,Ignore,38.57726,-90.26024,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5825 GRAVOIS AVE,St. Louis,63116,MO,Violent,38.57728,-90.27535,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,4316 OREGON AVE,St. Louis,63111,MO,Violent,38.57731,-90.23428,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4333 NEBRASKA AVE,St. Louis,63111,MO,Violent,38.57731,-90.23695,11/1/2017
C,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4333 NEBRASKA AVE,St. Louis,63111,MO,Violent,38.57731,-90.23695,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3970 DELOR ST,St. Louis,63116,MO,Non-Violent,38.57734,-90.25961,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,4832 TERRACE AVE,St. Louis,63116,MO,Violent,38.57747,-90.27921,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5604 GRAVOIS AVE,St. Louis,63116,MO,Ignore,38.57751,-90.27209,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,5604 GRAVOIS AVE,St. Louis,63116,MO,Violent,38.57751,-90.27209,11/1/2017
C,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,4266 S BROADWAY,St. Louis,63111,MO,Ignore,38.57773426,-90.23136273,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4662 S SPRING AVE,St. Louis,63116,MO,Non-Violent,38.57777,-90.25344,11/1/2017
C,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4662 S SPRING AVE,St. Louis,63116,MO,Non-Violent,38.57777,-90.25344,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4662 S SPRING AVE,St. Louis,63116,MO,Ignore,38.57777,-90.25344,11/1/2017
C,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5452 GRAVOIS AVE,St. Louis,63116,MO,Violent,38.578,-90.27098,11/1/2017
C,DRUGS-POSSESSION/PHENCYCLIDINE,4250 S BROADWAY,St. Louis,63111,MO,Non-Violent,38.57804974,-90.23103821,11/1/2017
C,"LARCENY-FROM MTR VEH $500 - $24,999",4250 S BROADWAY,St. Louis,63111,MO,Violent,38.57804974,-90.23103821,11/1/2017
C,EMBEZZLEMENT-VALUE OVER $150,4246 S BROADWAY,St. Louis,63111,MO,Ignore,38.57807885,-90.23100784,11/1/2017
C,"LARCENY-FROM MTR VEH $500 - $24,999",5440 GRAVOIS AVE,St. Louis,63116,MO,Violent,38.57838,-90.27041,11/1/2017
C,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,4257 NEBRASKA AVE,St. Louis,63111,MO,Violent,38.57843,-90.23619,11/1/2017
C,AUTO THEFT-PERM RETNT/JOY RIDE,4262 MICHIGAN,St. Louis,63111,MO,Violent,38.57847,-90.23869,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4407 S GRAND BLVD,St. Louis,63111,MO,Non-Violent,38.57854,-90.24642,11/1/2017
C,SIMPLE ASSAULT-CHILD/NO INJURY,4254 MICHIGAN AVE,St. Louis,63111,MO,Violent,38.57863,-90.23866,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4250 MICHIGAN AVE,St. Louis,63111,MO,Ignore,38.57872,-90.23864,11/1/2017
C,"LARCENY-FROM BUILDING $500 - $24,999",5082 MILENTZ AVE,St. Louis,63109,MO,Violent,38.57875,-90.2851,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,5084 MILENTZ AVE,St. Louis,63109,MO,Violent,38.57876,-90.28522,11/1/2017
C,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4045 DELOR ST,St. Louis,63116,MO,Violent,38.57881,-90.2612,11/1/2017
C,AUTO THEFT-PERM RETNT/JOY RIDE,4249 MICHIGAN AVE,St. Louis,63111,MO,Violent,38.57885,-90.23925,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4249 MICHIGAN AVE,St. Louis,63111,MO,Ignore,38.57885,-90.23925,11/1/2017
C,LARCENY-SHOPLIFT UNDER $500,5008 RAY AVE,St. Louis,63116,MO,Violent,38.57885,-90.26263,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4723 DAHLIA AVE,St. Louis,63116,MO,Non-Violent,38.57901,-90.27735,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4218 NEBRASKA AVE,St. Louis,63111,MO,Violent,38.57917,-90.23506,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4401 GRACE AVE,St. Louis,63116,MO,Violent,38.57922,-90.24736,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,4140 S BROADWAY,St. Louis,63118,MO,Violent,38.57931633,-90.22968569,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4140 S BROADWAY,St. Louis,63118,MO,Violent,38.57931633,-90.22968569,11/1/2017
C,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4140 S BROADWAY,St. Louis,63118,MO,Violent,38.57931633,-90.22968569,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,4140 S BROADWAY,St. Louis,63118,MO,Violent,38.57931633,-90.22968569,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4727 COLLINS CT,St. Louis,63116,MO,Ignore,38.57936,-90.26157,11/1/2017
C,LEAVING SCENE OF ACCIDENT,5110 GOETHE AVE,St. Louis,63109,MO,Ignore,38.57936,-90.28255,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4657 LEONA ST,St. Louis,63116,MO,Violent,38.57939,-90.25897,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4438 S 38TH ST,St. Louis,63116,MO,Non-Violent,38.57965,-90.2507,11/1/2017
C,LEAVING SCENE OF ACCIDENT,3112 MERAMEC ST,St. Louis,63118,MO,Ignore,38.57974,-90.23828,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4700 EICHELBERGER ST,St. Louis,63116,MO,Violent,38.57976,-90.27623,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5207 GRAVOIS AVE,St. Louis,63116,MO,Violent,38.57996,-90.26939,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,4235 S GRAND BLVD,St. Louis,63111,MO,Violent,38.58005,-90.24517,11/1/2017
C,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4466 S 39TH ST,St. Louis,63116,MO,Violent,38.58012,-90.25333,11/1/2017
C,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,4460 S 39TH ST,St. Louis,63116,MO,Violent,38.58026,-90.2532,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5351 GILSON AVE,St. Louis,63116,MO,Non-Violent,38.58031,-90.27196,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5414 KINGSHIGHWAY,St. Louis,63109,MO,Non-Violent,38.58032,-90.27884,11/1/2017
C,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,5414 KINGSHIGHWAY,St. Louis,63109,MO,Violent,38.58032,-90.27884,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,5414 KINGSHIGHWAY,St. Louis,63109,MO,Violent,38.58032,-90.27884,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5414 KINGSHIGHWAY,St. Louis,63109,MO,Violent,38.58032,-90.27884,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5414 KINGSHIGHWAY,St. Louis,63109,MO,Violent,38.58032,-90.27884,11/1/2017
C,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,5414 KINGSHIGHWAY,St. Louis,63109,MO,Non-Violent,38.58032,-90.27884,11/1/2017
C,LEAVING SCENE OF ACCIDENT,5414 KINGSHIGHWAY,St. Louis,63109,MO,Ignore,38.58032,-90.27884,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5414 KINGSHIGHWAY,St. Louis,63109,MO,Non-Violent,38.58032,-90.27884,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5414 KINGSHIGHWAY,St. Louis,63109,MO,Non-Violent,38.58032,-90.27884,11/1/2017
C,LARCENY-ALL OTHER UNDER $500,5414 KINGSHIGHWAY,St. Louis,63109,MO,Violent,38.58032,-90.27884,11/1/2017
C,LEAVING SCENE OF ACCIDENT,3404 MERAMEC ST,St. Louis,63118,MO,Ignore,38.58046,-90.24238,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,5150 CHRISTY AVE,St. Louis,63116,MO,Violent,38.58054,-90.27529,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4914 GRAVOIS AVE,St. Louis,63116,MO,Violent,38.58094,-90.26701,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4117 OREGON AVE,St. Louis,63118,MO,Non-Violent,38.58097,-90.23417,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4721 ADKINS AVE,St. Louis,63116,MO,Ignore,38.58099,-90.2639,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4116 NEBRASKA AVE,St. Louis,63118,MO,Ignore,38.58106,-90.23466,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4102 OREGON AVE,St. Louis,63118,MO,Violent,38.58122,-90.23346,11/1/2017
C,"LARCENY-ALL OTHER $500 - $24,999",4219 S 37TH ST,St. Louis,63116,MO,Violent,38.58145,-90.2468,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,4246 S 38TH ST,St. Louis,63116,MO,Violent,38.58157,-90.24865,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4041 S BROADWAY,St. Louis,63118,MO,Violent,38.58161,-90.2291,11/1/2017
C,ROBBERY-COMMERCE PL/KNIFE USED/SUCCESS,4114 S COMPTON AVE,St. Louis,63118,MO,Violent,38.58163,-90.23921,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4611 RAY AVE,St. Louis,63116,MO,Ignore,38.58181,-90.26067,11/1/2017
C,LARCENY-SHOPLIFT UNDER $500,4358 DELOR ST,St. Louis,63116,MO,Violent,38.58186,-90.26929,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4358 DELOR ST,St. Louis,63116,MO,Violent,38.58186,-90.26929,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4645 ADKINS AVE,St. Louis,63116,MO,Non-Violent,38.58196,-90.26305,11/1/2017
C,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED,2216 OSAGE ST,St. Louis,63118,MO,Violent,38.58206,-90.22602,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4618 ADKINS AVE,St. Louis,63116,MO,Non-Violent,38.58228,-90.26207,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2013 OSAGE ST,St. Louis,63118,MO,Non-Violent,38.58236,-90.22396,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4042 MINNESOTA AVE,St. Louis,63118,MO,Ignore,38.58236,-90.23672,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4033 PENNSYLVANIA AVE,St. Louis,63118,MO,Non-Violent,38.58258,-90.23617,11/1/2017
C,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4915 DELOR ST,St. Louis,63109,MO,Violent,38.58292,-90.27859,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4132 NEOSHO ST,St. Louis,63116,MO,Non-Violent,38.58293,-90.26219,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4132 NEOSHO ST,St. Louis,63116,MO,Ignore,38.58293,-90.26219,11/1/2017
C,LEAVING SCENE OF ACCIDENT,3956 S BROADWAY,St. Louis,63118,MO,Ignore,38.58293942,-90.22754916,11/1/2017
C,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,2818 OSAGE ST,St. Louis,63118,MO,Violent,38.58296,-90.23311,11/1/2017
C,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4400 GUSTINE AVE,St. Louis,63116,MO,Non-Violent,38.58297,-90.25413,11/1/2017
C,LEAVING SCENE OF ACCIDENT,5050 ELENORE AVE,St. Louis,63116,MO,Ignore,38.58303233,-90.27542378,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4632 GRAVOIS AVE,St. Louis,63116,MO,Non-Violent,38.58308,-90.2644,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2721 OSAGE ST,St. Louis,63118,MO,Non-Violent,38.58317,-90.23064,11/1/2017
C,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4007 NEBRASKA AVE,St. Louis,63118,MO,Violent,38.58317,-90.23478,11/1/2017
C,LARCENY-ALL OTHER UNDER $500,3817 MERAMEC ST,St. Louis,63116,MO,Violent,38.58317389,-90.24863342,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4055 S GRAND BLVD,St. Louis,63118,MO,Violent,38.58324,-90.24499,11/1/2017
C,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4701 MORGANFORD RD,St. Louis,63116,MO,Violent,38.58326,-90.26691,11/1/2017
C,SIMPLE ASSAULT-ADULT/NO INJURY,4077 GILES AVE,St. Louis,63116,MO,Violent,38.58335,-90.24849,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3684 MONTANA ST,St. Louis,63116,MO,Ignore,38.58343,-90.2478,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2239 ALBERTA ST,St. Louis,63118,MO,Non-Violent,38.58358,-90.2266,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4669 DELOR ST,St. Louis,63116,MO,Violent,38.58365,-90.2749,11/1/2017
C,LARCENY-FROM BUILDING UNDER $500,4315 ITASKA ST,St. Louis,63116,MO,Violent,38.58368,-90.2671,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4200 NEOSHO ST,St. Louis,63116,MO,Ignore,38.58388478,-90.26413082,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3890 MERAMEC ST,St. Louis,63116,MO,Violent,38.5839,-90.25099,11/1/2017
C,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",4052 GILES AVE,St. Louis,63116,MO,Violent,38.58392,-90.24796,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,3933 CALIFORNIA AVE,St. Louis,63118,MO,Violent,38.58397,-90.23237,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3900 S BROADWAY,St. Louis,63118,MO,Violent,38.58407,-90.22691,11/1/2017
C,"LARCENY-FROM BUILDING $500 - $24,999",3416 OSAGE ST,St. Louis,63118,MO,Violent,38.58409,-90.24213,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5315 DONOVAN AVE,St. Louis,63109,MO,Ignore,38.58409,-90.30467,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3853 WISCONSIN AVE,St. Louis,63118,MO,Violent,38.58413,-90.22301,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,3926 OREGON AVE,St. Louis,63118,MO,Violent,38.58418,-90.23284,11/1/2017
C,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,3446 OSAGE ST,St. Louis,63118,MO,Violent,38.58421,-90.24306,11/1/2017
C,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,3914 IOWA AVE,St. Louis,63118,MO,Violent,38.58422,-90.23049,11/1/2017
C,LEAVING SCENE OF ACCIDENT,3838 MARINE AVE,St. Louis,63118,MO,Ignore,38.58425,-90.22128,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0 S BROADWAY / KEOKUK ST,St. Louis,63118,MO,Non-Violent,38.584415,-90.227295,11/1/2017
C,BURGLARY-RESIDENCE/NIT/UNLAW ENT/OCCUPIED,4259 NEOSHO ST,St. Louis,63116,MO,Violent,38.58451562,-90.26509783,11/1/2017
C,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3810 KOSCIUSKO ST,St. Louis,63118,MO,Violent,38.58455,-90.21965,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3810 KOSCIUSKO ST,St. Louis,63118,MO,Non-Violent,38.58455,-90.21965,11/1/2017
C,LEAVING SCENE OF ACCIDENT,3931 MINNESOTA AVE,St. Louis,63118,MO,Ignore,38.58456,-90.23694,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3915 OREGON AVE,St. Louis,63118,MO,Non-Violent,38.58457,-90.23343,11/1/2017
C,SIMPLE ASSAULT-ADULT/NO INJURY,4927 S KINGSHIGHWAY BLVD,St. Louis,63109,MO,Violent,38.5846,-90.27741,11/1/2017
C,"LARCENY-ALL OTHER $500 - $24,999",555 WASHINGTON AVE,St. Louis,63122,MO,Violent,38.58467234,-90.41686752,11/1/2017
C,LARCENY-FROM BUILDING UNDER $500,4349 GANNETT ST,St. Louis,63116,MO,Violent,38.58476,-90.26791,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4527 GRAVOIS AVE,St. Louis,63116,MO,Ignore,38.58482,-90.26328,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3923 MINNESOTA AVE,St. Louis,63118,MO,Violent,38.58483,-90.23688,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3938 MERAMEC ST,St. Louis,63116,MO,Non-Violent,38.58489,-90.2529,11/1/2017
C,LARCENY-SHOPLIFT UNDER $500,3914 MINNESOTA AVE,St. Louis,63118,MO,Violent,38.58494,-90.23618,11/1/2017
C,"LARCENY-FROM BUILDING $500 - $24,999",2916 KEOKUK ST,St. Louis,63118,MO,Violent,38.58501,-90.23478,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4930 S KINGSHIGHWAY BLVD,St. Louis,63109,MO,Ignore,38.58501131,-90.27655248,11/1/2017
C,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,3828 INDIANA AVE,St. Louis,63118,MO,Non-Violent,38.58507,-90.22562,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,4225 ELLENWOOD AVE,St. Louis,63116,MO,Violent,38.58509,-90.26381,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4476 GANNETT ST,St. Louis,63116,MO,Violent,38.58509,-90.27172,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,4417 GANNETT ST,St. Louis,63116,MO,Violent,38.58511,-90.26952,11/1/2017
C,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3510 ALBERTA ST,St. Louis,63118,MO,Non-Violent,38.58523,-90.2439,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3510 ALBERTA ST,St. Louis,63118,MO,Violent,38.58523,-90.2439,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3510 ALBERTA ST,St. Louis,63118,MO,Violent,38.58523,-90.2439,11/1/2017
C,LARCENY-ALL OTHER UNDER $500,4928 CHRISTY BLVD,St. Louis,63116,MO,Violent,38.58524,-90.27432,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",3512 ALBERTA ST,St. Louis,63118,MO,Non-Violent,38.58525,-90.24406,11/1/2017
C,LEAVING SCENE OF ACCIDENT,5528 NEOSHO ST,St. Louis,63109,MO,Ignore,38.58526,-90.28813,11/1/2017
C,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3922 LOUISIANA AVE,St. Louis,63118,MO,Violent,38.58529,-90.24081,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3922 LOUISIANA AVE,St. Louis,63118,MO,Ignore,38.58529,-90.24081,11/1/2017
C,AGG.ASSAULT-FIREARM/POLC.OFFICER  3RD DEGREE,4012 HYDRAULIC AVE,St. Louis,63116,MO,Violent,38.58533,-90.25069,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,3901 MINNESOTA AVE,St. Louis,63118,MO,Violent,38.58534184,-90.23649491,11/1/2017
C,LEAVING SCENE OF ACCIDENT,4600 ALFRED AVE,St. Louis,63116,MO,Ignore,38.58541585,-90.26865073,11/1/2017
C,BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED,3836 IOWA AVE,St. Louis,63118,MO,Violent,38.58544,-90.23024,11/1/2017
C,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3405 ALBERTA ST,St. Louis,63118,MO,Ignore,38.58544,-90.24141,11/1/2017
C,"LARCENY-FROM BUILDING $500 - $24,999",4461 GANNETT ST,St. Louis,63116,MO,Violent,38.58544,-90.27105,11/1/2017
C,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,3158 KEOKUK ST,St. Louis,63118,MO,Violent,38.58548,-90.23849,11/1/2017
C,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4540 MORGANFORD RD,St. Louis,63116,MO,Non-Violent,38.58552,-90.2655,11/1/2017
C,SIMPLE ASSAULT-CHILD/NO INJURY,3009 KEOKUK ST,St. Louis,63118,MO,Violent,38.58562,-90.23559,11/1/2017
C,PUBLIC ORDER-TRESPASSING,3902 LOUISIANA AVE,St. Louis,63118,MO,Ignore,38.58581,-90.2407,11/1/2017
C,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3924 S GRAND BLVD,St. Louis,63118,MO,Violent,38.58582,-90.24446,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3924 S GRAND BLVD,St. Louis,63118,MO,Violent,38.58582,-90.24446,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3823 IOWA AVE,St. Louis,63118,MO,Violent,38.58589,-90.23082,11/1/2017
C,LARCENY-MTR VEH PARTS UNDER $500,3823 IOWA AVE,St. Louis,63118,MO,Violent,38.58589,-90.23082,11/1/2017
C,LEAVING SCENE OF ACCIDENT,5122 JAMIESON AVE,St. Louis,63109,MO,Ignore,38.58592645,-90.30765097,11/1/2017
C,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3847 ALBERTA ST,St. Louis,63116,MO,Violent,38.58598,-90.24901,11/1/2017
C,LARCENY-FROM MTR VEH UNDER $500,3847 ALBERTA ST,St. Louis,63116,MO,Violent,38.58598,-90.24901,11/1/2017
C,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3853 S COMPTON AVE,St. Louis,63118,MO,Violent,38.58605,-90.23896,11/1/2017
C,LARCENY-FROM BUILDING UNDER $500,0 KEOKUK ST / LOUISIANA AVE,St. Louis,63118,MO,Violent,38.58605,-90.24097,11/1/2017
C,LARCENY-FROM BUILDING UNDER $500,5305 NOTTINGHAM,St. Louis,63109,MO,Violent,38.58608,-90.28253,11/1/2017
C,LEAVING SCENE OF ACCIDENT,2636 CHIPPEWA ST,St. Louis,63118,MO,Ignore,38.58614,-90.22849,11/1/2017
C,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2636 CHIPPEWA ST,St. Louis,63118,MO,Non-Violent,38.58614,-90.22849,11/1/2017
C,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3900 S GRAND BLVD,St. Louis,63118,MO,Violent,38.58617,-90.24409,11/1/2017
C,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4601 RIDGEWOOD,St. Louis,63116,MO,Violent,38.58618,-90.2718,11/1/2017
C,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4924 HAMPTON AVE,St. Louis,63109,MO,Violent,38.58622,-90.29233,11/1/2017
C,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",7057 CHIPPEWA ST,St. Louis,63119,MO,Non-Violent,38.58625,-90.31629,11/1/2017
C,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,7057 CHIPPEWA ST,St. Louis,63119,MO,Violent,38.58625,-90.31629,11/1/2017
C,LARCENY-ALL OTHER UNDER $500,2700 CHIPPEWA ST,St. Louis,63118,MO,Violent,38.58626,-90.22922,11/1/2017
C,LEAVING SCENE OF ACCIDENT,3823 NEBRASKA AVE,St. Louis,63118,MO,Ignore,38.58629,-90.23424,11/1/2017
C,FRAUD-CREDIT DEVICE/OVER $150,3644 KOSCIUSKO ST,St. Louis,63118,MO,Ignore,38.5863,-90.21718,11/1/2017
C,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3644 KOSCIUSKO ST,St. Louis,63118,MO,Violent,38.5863,-90.21718,11/1/2017
